gender,category,preferred_stream,entrance_exam,entrance_score,board_percentage,scholarship_eligibility,admission_status
male,ews,computer applications,none,0,78.83,no,rejected
male,general,commerce,none,0,76.62,no,rejected
other,sc,agriculture,cet,183,88.33,no,rejected
other,obc,nursing,none,0,56.87,no,rejected
female,ews,engineering,cet,179,95.82,yes,admitted
female,general,commerce,none,0,55.08,no,rejected
other,st,management,none,0,72.62,no,rejected
female,obc,computer applications,none,0,84.66,no,rejected
female,general,pharmacy,cet,6,74.01,yes,admitted
male,sc,pharmacy,cet,166,51.37,no,admitted
male,obc,law,none,0,77.01,no,rejected
other,st,pharmacy,none,0,75.97,no,rejected
other,obc,agriculture,cet,54,75.05,no,rejected
female,general,engineering,jee,189,53.65,no,rejected
other,general,agriculture,cet,150,70.47,no,admitted
other,general,engineering,jee,248,50.81,no,rejected
male,sc,management,none,0,59.26,no,rejected
other,obc,arts,none,0,79.76,yes,admitted
other,general,science,none,0,62.83,no,rejected
male,obc,engineering,jee,76,54.67,no,rejected
male,ews,commerce,none,0,75.98,no,rejected
other,ews,engineering,cet,1,63.29,no,rejected
male,obc,medical,neet,634,66.65,no,admitted
male,sc,arts,none,0,53.13,no,rejected
male,general,commerce,cet,77,74.2,no,rejected
male,sc,law,cet,150,83.65,no,rejected
female,st,computer applications,none,0,65.85,no,rejected
female,general,engineering,cet,153,72.84,no,rejected
other,ews,arts,cet,128,62.21,no,rejected
male,ews,arts,cet,81,76.87,no,rejected
male,ews,commerce,none,0,65.06,no,admitted
female,obc,pharmacy,cet,21,90.78,no,rejected
other,ews,science,none,0,61.15,yes,admitted
female,general,science,none,0,78.3,no,rejected
other,ews,engineering,jee,56,60.84,no,rejected
male,general,management,cet,126,51.84,no,rejected
female,obc,arts,cet,154,93.23,no,rejected
female,ews,computer applications,none,0,85.51,yes,admitted
male,sc,medical,neet,356,52.78,no,rejected
male,obc,science,none,0,53.3,no,rejected
male,obc,pharmacy,cet,122,99.25,no,rejected
female,obc,agriculture,cet,88,86.09,no,rejected
male,ews,science,none,0,54.11,no,rejected
male,sc,commerce,cet,104,58.63,no,rejected
other,general,commerce,cet,186,74.26,no,rejected
male,general,engineering,jee,101,70.15,no,admitted
other,sc,law,none,0,93.71,no,rejected
female,general,management,none,0,82.78,yes,admitted
male,obc,arts,cet,178,99.12,no,rejected
female,st,management,none,0,63.92,no,rejected
female,ews,commerce,none,0,64.29,no,rejected
male,general,pharmacy,cet,19,83.08,no,rejected
male,obc,nursing,cet,4,94.62,no,rejected
other,obc,medical,neet,621,93.54,yes,admitted
male,ews,engineering,jee,156,75.59,no,admitted
other,st,medical,neet,144,67.99,no,rejected
male,ews,agriculture,cet,6,56.68,no,rejected
female,st,architecture,cet,126,85.84,no,rejected
male,general,nursing,none,0,82.61,no,admitted
other,ews,arts,none,0,83.5,no,rejected
male,st,nursing,cet,84,57.4,yes,admitted
other,st,arts,none,0,76.93,no,rejected
male,obc,agriculture,cet,58,92.3,yes,admitted
male,st,pharmacy,cet,197,86.06,yes,admitted
female,sc,computer applications,none,0,73.76,no,rejected
female,obc,computer applications,none,0,89.79,yes,admitted
female,obc,science,cet,45,71.08,no,rejected
other,st,computer applications,cet,175,81.34,no,admitted
female,st,science,none,0,85.43,no,rejected
other,obc,pharmacy,cet,89,94.4,no,rejected
female,obc,architecture,none,0,64.44,no,admitted
male,obc,engineering,cet,39,85.34,no,rejected
female,st,pharmacy,cet,146,60.88,no,rejected
female,obc,science,none,0,75.32,no,rejected
female,st,management,none,0,75.26,no,rejected
other,obc,law,none,0,99.23,no,rejected
other,obc,medical,neet,607,63.3,no,rejected
male,general,nursing,none,0,65.5,no,rejected
male,general,commerce,cet,46,79.82,no,rejected
male,general,pharmacy,cet,114,52.76,no,rejected
female,general,management,none,0,54.47,no,rejected
male,ews,computer applications,none,0,98.7,yes,admitted
male,obc,architecture,cet,18,59.78,no,rejected
female,sc,architecture,cet,130,80.27,yes,admitted
female,ews,arts,none,0,78.48,no,rejected
other,sc,commerce,none,0,81.7,no,rejected
female,obc,medical,neet,349,72.84,no,rejected
other,st,nursing,cet,168,90.64,yes,admitted
other,st,agriculture,cet,109,54.52,no,rejected
female,general,science,none,0,89.06,yes,admitted
other,ews,computer applications,cet,49,62.28,no,rejected
other,general,management,none,0,78.71,no,rejected
female,obc,medical,neet,472,56.73,no,rejected
other,ews,science,none,0,54.88,no,rejected
male,sc,management,none,0,79.88,no,admitted
male,sc,nursing,cet,75,55.61,no,rejected
other,ews,medical,neet,324,60.68,no,rejected
other,sc,nursing,cet,121,58.76,no,rejected
male,st,law,cet,77,85.07,no,rejected
other,sc,agriculture,none,0,89.66,no,rejected
female,general,law,none,0,60.58,no,rejected
female,obc,commerce,none,0,85.62,yes,admitted
other,st,arts,none,0,79.75,no,rejected
male,obc,pharmacy,cet,44,61.19,no,rejected
female,ews,arts,none,0,92.79,yes,admitted
male,ews,commerce,none,0,75.35,no,rejected
female,st,law,none,0,67.34,no,admitted
male,general,commerce,cet,30,78.09,no,rejected
male,st,management,none,0,88.8,yes,admitted
other,ews,commerce,cet,192,58.15,no,admitted
male,st,commerce,none,0,54.79,no,rejected
female,st,computer applications,none,0,52.91,no,rejected
other,st,pharmacy,none,0,55.1,no,rejected
other,sc,computer applications,none,0,99.53,yes,admitted
male,obc,arts,cet,60,85.13,yes,admitted
other,sc,computer applications,none,0,83.38,no,admitted
female,ews,nursing,cet,165,78.31,no,rejected
male,general,engineering,cet,49,67.96,no,rejected
female,general,management,none,0,59.47,no,rejected
female,ews,nursing,none,0,52.38,no,rejected
female,ews,agriculture,cet,143,80.65,yes,admitted
female,sc,arts,cet,26,66.3,no,admitted
male,obc,law,none,0,85.6,no,rejected
male,general,commerce,none,0,84.59,no,rejected
male,st,commerce,none,0,97.69,yes,admitted
other,sc,computer applications,cet,49,59.74,no,rejected
female,ews,engineering,cet,190,97.66,yes,admitted
female,obc,law,none,0,74.83,no,admitted
female,st,computer applications,none,0,88.29,yes,admitted
other,ews,management,none,0,50.54,no,rejected
other,general,management,cet,182,85.64,no,rejected
other,st,law,none,0,67.01,no,rejected
male,st,computer applications,cet,36,58.16,yes,admitted
male,sc,arts,none,0,74.65,no,rejected
other,obc,management,none,0,68.5,no,rejected
other,general,engineering,jee,149,84.79,no,admitted
male,general,engineering,cet,114,60.8,no,rejected
female,obc,commerce,none,0,80.81,no,admitted
male,sc,law,none,0,76.44,no,rejected
other,sc,commerce,none,0,75.93,no,admitted
other,ews,commerce,none,0,81.99,no,rejected
other,st,medical,neet,621,91.73,yes,admitted
other,ews,law,none,0,84.43,no,admitted
female,st,medical,neet,290,64.96,no,admitted
male,sc,management,none,0,54.6,no,rejected
other,ews,computer applications,cet,176,82.33,no,rejected
female,st,pharmacy,none,0,68.75,no,rejected
male,ews,commerce,cet,109,80.27,no,rejected
other,obc,architecture,cet,59,53.48,no,rejected
female,st,agriculture,cet,116,58.05,no,rejected
male,obc,science,cet,16,55.75,no,rejected
other,obc,science,none,0,78.56,no,rejected
male,st,law,none,0,97.87,no,rejected
male,sc,law,none,0,65.93,no,rejected
female,st,science,cet,104,69.34,no,admitted
male,st,commerce,none,0,83.1,no,rejected
other,st,pharmacy,cet,15,96.45,yes,admitted
other,general,nursing,cet,65,55.9,no,rejected
female,general,commerce,none,0,60.57,no,rejected
male,obc,medical,neet,509,59.54,no,rejected
female,obc,science,cet,68,89.85,yes,admitted
male,ews,architecture,none,0,97.83,yes,admitted
other,general,nursing,none,0,55.82,no,rejected
other,sc,agriculture,cet,198,89.41,yes,admitted
male,st,commerce,none,0,63.71,no,rejected
female,obc,commerce,none,0,94.17,no,rejected
other,obc,architecture,cet,34,79.11,no,rejected
female,obc,science,none,0,92.36,no,rejected
male,sc,architecture,none,0,88.67,no,rejected
male,st,agriculture,cet,178,63.95,no,rejected
other,sc,pharmacy,cet,82,79.89,no,rejected
female,ews,management,cet,130,82.48,no,rejected
female,general,management,none,0,70.54,no,admitted
male,obc,science,cet,72,52.04,yes,admitted
male,obc,architecture,cet,99,79.81,yes,admitted
female,obc,science,none,0,68.21,no,rejected
female,st,agriculture,cet,198,60.98,yes,admitted
female,general,management,none,0,52.55,no,rejected
other,obc,engineering,cet,38,55.2,no,admitted
male,general,commerce,cet,18,58.83,no,rejected
female,sc,engineering,jee,165,51.88,yes,admitted
male,ews,arts,none,0,58.26,no,rejected
male,ews,pharmacy,cet,115,65.25,no,admitted
female,general,nursing,none,0,58.23,no,rejected
male,general,arts,none,0,59.22,no,rejected
female,sc,law,none,0,67.44,no,rejected
female,obc,science,cet,175,65.56,no,rejected
female,obc,architecture,cet,197,87.55,yes,admitted
other,st,arts,none,0,58.77,no,rejected
male,obc,management,none,0,71.94,no,rejected
female,sc,architecture,none,0,62.35,no,rejected
other,general,medical,neet,422,84.61,no,rejected
male,ews,agriculture,cet,185,59.94,no,rejected
female,general,commerce,cet,18,75.0,no,rejected
other,general,science,none,0,99.38,no,rejected
female,sc,architecture,cet,138,89.24,yes,admitted
male,ews,commerce,none,0,56.41,no,rejected
other,st,pharmacy,cet,105,69.73,no,rejected
male,sc,medical,neet,285,81.35,no,admitted
male,obc,computer applications,none,0,90.87,no,rejected
female,obc,nursing,cet,170,65.98,no,rejected
male,st,arts,none,0,95.49,no,rejected
female,sc,engineering,jee,218,55.49,no,rejected
female,st,management,none,0,59.82,no,rejected
other,sc,medical,neet,50,74.05,no,rejected
female,obc,law,none,0,99.2,yes,admitted
female,general,arts,none,0,93.4,yes,admitted
other,obc,medical,neet,634,89.08,yes,admitted
male,obc,science,cet,99,65.76,no,rejected
female,sc,agriculture,cet,108,86.76,no,rejected
other,obc,management,cet,35,54.32,no,rejected
male,st,commerce,none,0,87.69,yes,admitted
male,sc,engineering,jee,102,85.69,yes,admitted
male,obc,medical,neet,513,74.58,yes,admitted
other,general,pharmacy,none,0,64.47,no,admitted
female,general,management,none,0,72.84,yes,admitted
male,general,science,cet,2,89.14,yes,admitted
other,obc,management,cet,78,99.33,yes,admitted
other,obc,architecture,cet,101,91.89,yes,admitted
male,general,engineering,jee,274,80.5,no,rejected
other,st,medical,neet,67,69.78,no,rejected
other,sc,medical,neet,634,86.96,yes,admitted
other,ews,science,none,0,53.26,no,rejected
male,ews,engineering,cet,63,87.68,no,rejected
male,general,computer applications,none,0,66.75,no,rejected
female,st,agriculture,none,0,82.46,no,rejected
other,ews,agriculture,none,0,89.08,yes,admitted
female,ews,agriculture,cet,52,50.44,yes,admitted
other,st,arts,none,0,96.53,no,rejected
male,general,arts,cet,124,67.39,no,rejected
female,ews,architecture,cet,86,69.08,no,rejected
other,ews,nursing,cet,55,55.06,no,rejected
female,sc,management,none,0,82.37,no,rejected
other,ews,architecture,none,0,71.06,no,rejected
female,sc,computer applications,none,0,97.24,yes,admitted
male,sc,agriculture,cet,43,65.82,no,rejected
other,st,pharmacy,cet,44,50.44,no,rejected
other,st,computer applications,none,0,74.25,no,rejected
other,sc,pharmacy,cet,45,89.99,no,rejected
female,st,management,none,0,60.1,yes,admitted
female,ews,computer applications,none,0,66.51,no,rejected
male,st,management,none,0,96.28,yes,admitted
female,ews,pharmacy,cet,117,58.8,no,rejected
male,sc,agriculture,cet,91,97.59,yes,admitted
male,sc,pharmacy,cet,14,80.07,no,admitted
male,st,arts,none,0,86.08,yes,admitted
female,sc,commerce,none,0,97.01,yes,admitted
other,general,commerce,none,0,92.81,no,rejected
other,sc,agriculture,cet,47,56.12,no,rejected
other,general,nursing,none,0,56.01,no,rejected
female,st,law,none,0,88.58,no,rejected
other,st,commerce,cet,185,71.02,no,admitted
other,st,pharmacy,cet,163,75.35,no,rejected
other,ews,arts,none,0,84.78,no,admitted
female,st,architecture,none,0,88.4,no,rejected
male,obc,engineering,cet,196,98.2,yes,admitted
female,general,pharmacy,cet,138,86.64,yes,admitted
other,general,science,cet,197,98.85,yes,admitted
other,ews,law,none,0,51.09,no,rejected
male,st,architecture,cet,137,79.84,no,rejected
male,obc,law,none,0,53.52,no,rejected
female,ews,nursing,cet,1,98.56,yes,admitted
other,obc,medical,neet,399,71.15,no,admitted
other,st,arts,none,0,69.73,yes,admitted
other,obc,computer applications,cet,0,84.33,no,rejected
male,st,arts,none,0,90.41,no,rejected
other,general,engineering,jee,41,54.4,no,rejected
male,st,architecture,cet,20,78.86,no,admitted
other,sc,nursing,cet,9,95.42,yes,admitted
other,sc,nursing,cet,183,83.24,no,rejected
female,general,nursing,cet,32,58.43,no,rejected
female,obc,arts,none,0,66.0,yes,admitted
female,general,agriculture,none,0,54.94,no,rejected
female,st,engineering,jee,260,67.34,no,rejected
other,general,engineering,cet,62,79.32,no,admitted
male,ews,computer applications,none,0,77.0,no,rejected
male,general,engineering,jee,5,76.88,no,rejected
other,sc,architecture,cet,67,94.36,yes,admitted
other,ews,architecture,none,0,55.04,no,rejected
female,sc,science,none,0,76.43,no,rejected
male,sc,medical,neet,51,56.45,no,rejected
other,ews,science,none,0,56.24,no,rejected
other,general,nursing,cet,62,81.79,yes,admitted
male,sc,science,cet,60,53.12,no,rejected
female,sc,architecture,none,0,62.69,no,rejected
female,st,agriculture,none,0,96.88,no,rejected
other,st,agriculture,cet,10,86.59,no,rejected
other,sc,commerce,none,0,94.17,no,rejected
female,sc,nursing,cet,55,66.26,no,rejected
other,obc,arts,none,0,95.79,yes,admitted
female,obc,nursing,cet,22,85.37,no,rejected
female,ews,commerce,none,0,52.84,no,rejected
other,st,medical,neet,1,81.11,no,rejected
female,st,pharmacy,none,0,51.64,no,rejected
female,general,nursing,cet,124,74.87,yes,admitted
female,obc,management,none,0,54.16,no,rejected
male,obc,engineering,jee,24,50.76,no,rejected
male,ews,computer applications,none,0,94.44,no,rejected
male,ews,computer applications,none,0,87.17,no,rejected
other,obc,nursing,cet,138,61.95,no,rejected
female,sc,management,none,0,87.25,yes,admitted
other,st,arts,none,0,50.44,no,rejected
female,general,science,none,0,98.29,no,rejected
male,sc,nursing,cet,135,67.91,no,rejected
female,obc,arts,none,0,84.75,no,admitted
male,sc,pharmacy,cet,168,68.75,no,rejected
male,st,architecture,cet,118,77.1,no,admitted
female,st,nursing,cet,85,60.99,no,rejected
male,general,law,cet,70,95.88,yes,admitted
female,obc,agriculture,cet,47,84.44,yes,admitted
other,obc,management,none,0,53.53,no,admitted
male,st,science,cet,48,61.02,no,rejected
other,obc,medical,neet,143,54.12,no,admitted
female,sc,architecture,cet,94,57.17,no,rejected
male,obc,arts,none,0,52.78,no,rejected
male,obc,engineering,jee,192,98.76,yes,admitted
male,sc,management,none,0,83.0,no,rejected
male,obc,nursing,none,0,78.17,no,rejected
male,general,engineering,cet,127,83.09,no,rejected
other,general,nursing,none,0,84.98,yes,admitted
other,sc,architecture,cet,145,78.3,no,rejected
female,general,nursing,cet,60,89.63,no,rejected
other,general,pharmacy,cet,189,79.03,no,rejected
male,ews,arts,none,0,57.16,no,admitted
female,ews,nursing,cet,26,57.11,no,rejected
male,sc,architecture,cet,141,54.3,no,rejected
female,st,nursing,cet,183,59.86,no,rejected
female,general,commerce,cet,167,52.09,no,rejected
other,general,management,cet,23,71.58,no,rejected
other,general,architecture,none,0,59.97,no,rejected
female,general,pharmacy,none,0,80.99,no,rejected
male,general,computer applications,cet,136,98.47,yes,admitted
male,st,pharmacy,cet,167,64.14,no,admitted
male,st,computer applications,none,0,53.93,no,rejected
female,st,law,none,0,80.06,no,rejected
female,obc,science,none,0,65.29,no,rejected
other,obc,computer applications,none,0,67.6,no,rejected
male,obc,architecture,cet,69,99.53,no,rejected
female,general,arts,none,0,67.52,yes,admitted
male,sc,engineering,cet,112,66.5,no,rejected
female,sc,science,none,0,60.26,no,rejected
female,obc,law,none,0,88.0,no,rejected
other,obc,law,cet,97,79.86,no,rejected
female,sc,management,cet,93,55.6,yes,admitted
male,general,commerce,cet,132,89.73,no,rejected
other,sc,engineering,jee,76,92.13,no,rejected
female,obc,computer applications,none,0,74.77,yes,admitted
female,st,arts,none,0,57.31,no,rejected
female,st,commerce,none,0,82.9,no,rejected
male,obc,computer applications,none,0,87.36,no,rejected
other,obc,arts,none,0,96.22,no,rejected
male,sc,law,cet,62,70.32,no,admitted
male,general,commerce,none,0,68.97,no,rejected
other,general,agriculture,cet,139,74.17,no,rejected
female,general,pharmacy,none,0,80.47,no,admitted
other,obc,commerce,none,0,74.35,no,admitted
other,sc,commerce,none,0,85.62,no,rejected
other,obc,law,none,0,79.0,no,rejected
other,sc,architecture,cet,20,97.05,yes,admitted
other,st,science,none,0,57.11,yes,admitted
female,st,computer applications,cet,98,69.88,no,admitted
other,sc,arts,cet,149,50.44,no,rejected
male,sc,management,cet,20,90.98,no,rejected
other,sc,nursing,cet,51,86.41,yes,admitted
male,sc,commerce,none,0,94.59,no,rejected
female,st,pharmacy,cet,164,85.99,yes,admitted
female,sc,pharmacy,cet,101,77.75,no,rejected
other,obc,management,cet,137,87.71,no,rejected
male,ews,arts,none,0,69.34,yes,admitted
male,ews,management,none,0,66.2,no,rejected
other,ews,architecture,cet,169,97.28,yes,admitted
female,ews,commerce,cet,153,61.23,no,rejected
other,obc,agriculture,none,0,58.01,no,rejected
other,ews,engineering,cet,70,71.76,no,rejected
other,st,agriculture,cet,45,53.41,no,rejected
female,ews,arts,none,0,71.61,no,rejected
male,general,agriculture,none,0,88.13,no,rejected
other,general,science,cet,131,67.17,no,rejected
male,general,arts,none,0,65.66,no,rejected
other,ews,medical,neet,231,68.88,no,rejected
other,obc,computer applications,none,0,77.63,no,rejected
female,general,management,none,0,98.43,no,rejected
male,st,arts,none,0,61.22,no,rejected
female,st,architecture,cet,55,81.36,no,admitted
male,ews,medical,neet,236,81.48,no,admitted
female,sc,architecture,none,0,82.14,no,rejected
female,st,architecture,cet,97,91.0,no,rejected
female,st,agriculture,cet,32,65.32,no,rejected
male,st,architecture,cet,46,57.15,no,rejected
other,sc,commerce,none,0,73.4,no,rejected
male,general,computer applications,none,0,95.59,yes,admitted
other,general,computer applications,none,0,72.58,no,rejected
male,ews,agriculture,none,0,74.82,no,rejected
female,general,architecture,cet,176,66.44,no,rejected
other,general,agriculture,none,0,97.65,yes,admitted
female,ews,architecture,cet,178,74.79,no,admitted
male,ews,management,cet,73,98.99,no,rejected
female,sc,nursing,cet,13,76.46,no,rejected
female,general,architecture,none,0,97.58,no,rejected
other,sc,architecture,none,0,73.13,no,admitted
female,general,engineering,jee,92,50.82,no,rejected
other,obc,science,none,0,67.81,no,rejected
female,sc,medical,neet,302,67.51,no,admitted
male,ews,commerce,none,0,91.53,no,rejected
female,general,medical,neet,342,92.33,yes,admitted
other,st,architecture,cet,75,94.88,no,rejected
male,general,commerce,none,0,61.04,no,rejected
female,sc,science,none,0,86.23,yes,admitted
male,st,agriculture,cet,191,73.73,no,rejected
other,general,law,none,0,55.52,no,rejected
female,st,management,cet,159,77.17,no,admitted
other,ews,engineering,cet,73,50.98,no,rejected
other,obc,architecture,none,0,84.28,yes,admitted
other,st,agriculture,cet,197,89.37,no,rejected
female,sc,medical,neet,634,85.79,yes,admitted
other,ews,science,cet,66,68.28,no,rejected
female,sc,architecture,cet,186,71.13,yes,admitted
other,ews,architecture,cet,185,84.82,no,admitted
other,general,management,none,0,57.27,no,rejected
male,obc,commerce,none,0,59.75,yes,admitted
other,sc,commerce,none,0,85.99,yes,admitted
other,ews,engineering,cet,64,57.8,no,rejected
other,st,science,cet,60,78.89,no,rejected
male,obc,architecture,cet,118,56.65,no,admitted
female,ews,management,none,0,69.5,no,rejected
male,st,pharmacy,cet,163,72.94,no,rejected
other,sc,medical,neet,462,92.65,yes,admitted
other,obc,agriculture,cet,121,70.52,no,admitted
female,st,pharmacy,none,0,79.06,no,rejected
male,ews,engineering,jee,85,59.87,no,rejected
female,sc,nursing,cet,141,77.34,no,rejected
female,ews,architecture,cet,198,74.09,no,rejected
other,st,engineering,cet,163,74.34,no,rejected
male,general,arts,none,0,93.71,no,rejected
female,st,science,cet,119,90.93,no,rejected
female,sc,engineering,jee,24,83.03,no,admitted
other,sc,pharmacy,cet,142,98.07,no,rejected
male,st,engineering,jee,167,85.17,no,rejected
other,general,engineering,cet,138,99.22,no,rejected
other,ews,law,none,0,89.66,no,rejected
female,ews,management,none,0,96.35,yes,admitted
male,ews,arts,none,0,66.09,no,rejected
male,st,engineering,jee,203,62.42,no,rejected
male,obc,management,none,0,90.72,yes,admitted
other,st,science,none,0,68.6,no,admitted
other,obc,science,none,0,65.97,no,rejected
male,sc,pharmacy,cet,44,80.56,no,rejected
other,ews,science,none,0,53.17,no,rejected
female,general,computer applications,none,0,87.43,no,rejected
other,sc,computer applications,none,0,54.22,no,rejected
male,sc,arts,none,0,55.78,no,rejected
male,ews,management,none,0,57.2,yes,admitted
other,sc,engineering,jee,168,98.43,no,rejected
female,obc,computer applications,none,0,50.97,no,rejected
other,obc,arts,none,0,55.3,no,rejected
other,obc,nursing,cet,118,62.93,no,rejected
male,general,engineering,jee,154,95.2,no,rejected
female,st,science,none,0,67.92,no,rejected
other,st,science,none,0,96.98,yes,admitted
male,general,architecture,cet,172,58.53,no,rejected
other,sc,law,none,0,59.45,yes,admitted
male,st,engineering,cet,123,52.58,no,admitted
male,st,agriculture,none,0,58.44,yes,admitted
female,general,arts,none,0,94.26,yes,admitted
male,general,agriculture,cet,152,71.63,no,rejected
female,general,arts,cet,134,80.92,no,rejected
female,sc,management,none,0,63.96,no,rejected
male,ews,nursing,cet,91,59.28,no,rejected
other,general,agriculture,cet,133,75.0,no,admitted
male,st,management,none,0,53.04,no,rejected
female,st,pharmacy,cet,108,96.14,no,rejected
male,ews,computer applications,none,0,75.55,no,rejected
male,sc,nursing,cet,118,64.37,no,rejected
male,ews,law,none,0,50.48,no,rejected
male,sc,agriculture,cet,128,53.36,no,rejected
female,obc,engineering,jee,172,63.85,no,rejected
female,ews,architecture,none,0,58.64,no,rejected
male,sc,nursing,none,0,74.51,no,rejected
male,obc,science,none,0,75.16,no,rejected
male,st,computer applications,cet,74,56.55,no,rejected
female,sc,computer applications,none,0,82.49,yes,admitted
other,st,medical,neet,493,96.3,yes,admitted
male,st,agriculture,cet,66,82.16,yes,admitted
male,general,architecture,cet,112,74.05,no,rejected
other,sc,law,none,0,59.17,no,rejected
other,ews,commerce,none,0,76.41,no,rejected
other,st,arts,none,0,94.35,no,rejected
male,st,law,none,0,88.86,no,rejected
other,ews,arts,none,0,73.73,no,rejected
female,obc,law,none,0,74.7,no,rejected
male,st,computer applications,none,0,93.87,yes,admitted
male,general,science,none,0,56.12,no,rejected
female,general,nursing,cet,89,62.6,no,rejected
other,st,arts,none,0,56.11,no,rejected
other,obc,arts,none,0,87.45,yes,admitted
female,st,law,cet,109,83.75,no,rejected
female,ews,medical,neet,634,87.33,yes,admitted
other,ews,pharmacy,none,0,80.17,no,admitted
male,general,engineering,jee,183,89.36,yes,admitted
female,obc,computer applications,cet,139,89.45,yes,admitted
male,sc,computer applications,none,0,93.07,yes,admitted
other,general,commerce,none,0,53.94,no,rejected
female,ews,commerce,none,0,53.08,no,rejected
other,ews,commerce,none,0,74.47,no,rejected
female,st,computer applications,none,0,54.25,no,rejected
other,obc,nursing,cet,73,59.27,no,rejected
other,general,medical,neet,95,72.9,no,rejected
female,ews,medical,neet,634,95.41,yes,admitted
other,st,engineering,cet,24,65.07,no,rejected
female,ews,law,none,0,98.51,yes,admitted
other,obc,commerce,none,0,94.11,yes,admitted
male,general,arts,cet,128,76.89,no,rejected
other,ews,commerce,none,0,75.2,no,rejected
male,general,pharmacy,cet,27,90.0,yes,admitted
other,sc,nursing,none,0,52.13,no,rejected
female,sc,nursing,none,0,64.02,no,rejected
male,sc,science,none,0,63.77,no,rejected
other,sc,agriculture,cet,144,55.26,no,rejected
male,general,management,cet,176,52.29,no,rejected
female,st,agriculture,cet,5,89.18,no,rejected
other,obc,nursing,cet,29,54.26,no,rejected
male,general,medical,neet,341,74.1,no,admitted
female,sc,computer applications,none,0,80.97,no,rejected
female,obc,computer applications,cet,90,75.19,no,rejected
other,st,nursing,cet,25,87.74,no,rejected
female,obc,computer applications,none,0,60.34,no,rejected
male,sc,science,none,0,98.06,no,rejected
male,sc,arts,none,0,56.38,no,rejected
male,ews,management,none,0,93.12,yes,admitted
other,general,commerce,none,0,72.93,no,rejected
other,general,pharmacy,none,0,58.48,no,rejected
female,ews,architecture,cet,128,86.88,no,rejected
other,obc,agriculture,cet,53,69.25,no,rejected
other,st,medical,neet,583,59.38,no,rejected
other,sc,management,none,0,93.05,no,rejected
male,st,nursing,cet,58,56.84,no,rejected
male,st,computer applications,none,0,98.97,yes,admitted
other,obc,engineering,jee,96,95.47,yes,admitted
female,sc,arts,none,0,53.07,no,rejected
male,obc,pharmacy,cet,135,74.81,no,rejected
female,obc,management,cet,46,83.39,no,rejected
female,sc,computer applications,none,0,90.08,no,rejected
other,general,agriculture,cet,54,90.95,no,rejected
female,general,computer applications,none,0,51.64,no,rejected
male,st,science,cet,20,86.53,yes,admitted
other,general,architecture,cet,42,50.49,no,rejected
female,ews,engineering,jee,24,94.79,no,rejected
male,st,medical,neet,87,92.04,no,rejected
male,ews,commerce,none,0,72.24,no,admitted
female,sc,architecture,none,0,93.96,no,rejected
other,st,agriculture,none,0,77.82,no,rejected
other,general,management,cet,30,93.44,no,rejected
male,st,law,none,0,77.06,no,rejected
female,obc,medical,neet,421,50.73,no,admitted
other,st,commerce,none,0,74.89,no,rejected
female,obc,architecture,cet,137,65.99,no,admitted
male,st,agriculture,cet,105,53.87,yes,admitted
other,ews,medical,neet,50,97.51,no,rejected
other,general,engineering,cet,198,98.71,yes,admitted
female,general,pharmacy,none,0,73.24,no,admitted
other,obc,computer applications,none,0,67.25,no,rejected
female,sc,science,none,0,96.34,no,rejected
male,ews,computer applications,none,0,62.1,no,admitted
other,sc,nursing,none,0,99.48,no,rejected
male,ews,pharmacy,none,0,74.15,yes,admitted
male,st,management,none,0,68.21,no,rejected
female,st,commerce,none,0,88.24,yes,admitted
male,ews,management,none,0,96.58,no,rejected
female,obc,law,none,0,90.52,no,rejected
female,st,computer applications,cet,129,85.86,no,rejected
other,st,arts,cet,171,55.34,no,admitted
male,ews,pharmacy,cet,171,56.46,no,rejected
female,obc,medical,neet,261,93.05,no,rejected
female,st,architecture,cet,103,81.74,no,rejected
male,obc,architecture,cet,15,84.35,no,rejected
female,ews,arts,none,0,86.27,no,rejected
other,sc,science,none,0,55.43,no,rejected
other,ews,nursing,cet,188,64.38,no,rejected
male,sc,nursing,cet,196,87.47,no,rejected
other,general,law,none,0,98.47,no,rejected
female,obc,pharmacy,none,0,97.56,yes,admitted
male,st,architecture,cet,92,56.59,no,rejected
other,st,medical,neet,505,77.38,yes,admitted
female,sc,science,cet,94,55.5,yes,admitted
other,st,architecture,none,0,79.43,no,admitted
male,sc,architecture,cet,40,79.9,no,admitted
male,general,arts,none,0,59.75,no,rejected
other,general,pharmacy,cet,31,99.16,no,rejected
male,obc,science,cet,180,62.77,no,admitted
female,general,management,none,0,93.68,yes,admitted
female,st,commerce,none,0,98.77,yes,admitted
other,ews,nursing,cet,126,98.7,no,rejected
female,ews,commerce,none,0,86.29,no,rejected
other,sc,engineering,jee,61,88.42,yes,admitted
other,ews,pharmacy,cet,152,66.8,no,rejected
other,st,medical,neet,634,69.44,no,admitted
female,general,commerce,cet,40,98.3,no,rejected
male,sc,pharmacy,cet,52,53.83,no,rejected
male,sc,engineering,jee,183,75.01,no,admitted
female,sc,science,cet,34,62.23,no,rejected
female,ews,computer applications,cet,83,58.65,no,admitted
male,ews,commerce,none,0,64.65,no,rejected
other,obc,commerce,none,0,89.42,no,rejected
female,general,law,cet,128,84.02,no,rejected
other,st,commerce,none,0,73.47,no,rejected
female,general,nursing,none,0,71.81,no,rejected
